commence_time,home_team,away_team,bookmaker,market_type,name,price,point,price_normalized,point_normalized,home_team_encoded,away_team_encoded,market_type_encoded,bookmaker_encoded
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetOnline.ag,h2h,Cleveland Cavaliers,1.27,0.0,0.009000000000000001,0.0888468809073724,3,9,0,1
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetOnline.ag,h2h,Milwaukee Bucks,4.05,0.0,0.10166666666666666,0.0888468809073724,3,9,0,1
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetOnline.ag,spreads,Cleveland Cavaliers,1.91,-8.5,0.03033333333333333,0.05671077504725898,3,9,1,1
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetOnline.ag,spreads,Milwaukee Bucks,1.91,8.5,0.03033333333333333,0.12098298676748583,3,9,1,1
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetOnline.ag,totals,Over,1.91,221.0,0.03033333333333333,0.9243856332703213,3,9,2,1
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetOnline.ag,totals,Under,1.91,221.0,0.03033333333333333,0.9243856332703213,3,9,2,1
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,LowVig.ag,h2h,Cleveland Cavaliers,1.27,0.0,0.009000000000000001,0.0888468809073724,3,9,0,7
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,LowVig.ag,h2h,Milwaukee Bucks,4.05,0.0,0.10166666666666666,0.0888468809073724,3,9,0,7
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,LowVig.ag,spreads,Cleveland Cavaliers,1.94,-8.5,0.03133333333333333,0.05671077504725898,3,9,1,7
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,LowVig.ag,spreads,Milwaukee Bucks,1.94,8.5,0.03133333333333333,0.12098298676748583,3,9,1,7
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,LowVig.ag,totals,Over,1.93,221.0,0.030999999999999993,0.9243856332703213,3,9,2,7
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,LowVig.ag,totals,Under,1.93,221.0,0.030999999999999993,0.9243856332703213,3,9,2,7
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,MyBookie.ag,h2h,Cleveland Cavaliers,1.28,0.0,0.009333333333333332,0.0888468809073724,3,9,0,8
