id,uid,date,name,shortName,season,competitions,links,status
401736815,s:40~l:46~e:401736815,2024-12-17T00:00Z,Philadelphia 76ers at Charlotte Hornets,PHI @ CHA,"{'year': 2025, 'type': 2, 'slug': 'regular-season'}","[{'id': '401736815', 'uid': 's:40~l:46~e:401736815~c:401736815', 'date': '2024-12-17T00:00Z', 'attendance': 14677, 'type': {'id': '1', 'abbreviation': 'STD'}, 'timeValid': True, 'neutralSite': False, 'conferenceCompetition': False, 'playByPlayAvailable': True, 'recent': True, 'venue': {'id': '1893', 'fullName': 'Spectrum Center', 'address': {'city': 'Charlotte', 'state': 'NC'}, 'indoor': True}, 'competitors': [{'id': '30', 'uid': 's:40~l:46~t:30', 'type': 'team', 'order': 0, 'homeAway': 'home', 'team': {'id': '30', 'uid': 's:40~l:46~t:30', 'location': 'Charlotte', 'name': 'Hornets', 'abbreviation': 'CHA', 'displayName': 'Charlotte Hornets', 'shortDisplayName': 'Hornets', 'color': '008ca8', 'alternateColor': '1d1060', 'isActive': True, 'venue': {'id': '1893'}, 'links': [{'rel': ['clubhouse', 'desktop', 'team'], 'href': 'https://www.espn.com/nba/team/_/name/cha/charlotte-hornets', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['roster', 'desktop', 'team'], 'href': 'https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets', 'text': 'Roster', 'isExternal': False, 'isPremium': False}, {'rel': ['stats', 'desktop', 'team'], 'href': 'https://www.espn.com/nba/team/stats/_/name/cha/charlotte-hornets', 'text': 'Statistics', 'isExternal': False, 'isPremium': False}, {'rel': ['schedule', 'desktop', 'team'], 'href': 'https://www.espn.com/nba/team/schedule/_/name/cha', 'text': 'Schedule', 'isExternal': False, 'isPremium': False}], 'logo': 'https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png'}, 'score': '91', 'linescores': [{'value': 23.0}, {'value': 26.0}, {'value': 30.0}, {'value': 12.0}], 'statistics': [{'name': 'rebounds', 'abbreviation': 'REB', 'displayValue': '30'}, {'name': 'avgRebounds', 'abbreviation': 'REB', 'displayValue': '30.0'}, {'name': 'assists', 'abbreviation': 'AST', 'displayValue': '26'}, {'name': 'fieldGoalsAttempted', 'abbreviation': 'FGA', 'displayValue': '67'}, {'name': 'fieldGoalsMade', 'abbreviation': 'FGM', 'displayValue': '35'}, {'name': 'fieldGoalPct', 'abbreviation': 'FG%', 'displayValue': '52.2'}, {'name': 'freeThrowPct', 'abbreviation': 'FT%', 'displayValue': '57.9'}, {'name': 'freeThrowsAttempted', 'abbreviation': 'FTA', 'displayValue': '19'}, {'name': 'freeThrowsMade', 'abbreviation': 'FTM', 'displayValue': '11'}, {'name': 'points', 'abbreviation': 'PTS', 'displayValue': '91'}, {'name': 'threePointPct', 'abbreviation': '3P%', 'displayValue': '35.7'}, {'name': 'threePointFieldGoalsAttempted', 'abbreviation': '3PA', 'displayValue': '28'}, {'name': 'threePointFieldGoalsMade', 'abbreviation': '3PM', 'displayValue': '10'}, {'name': 'avgPoints', 'abbreviation': 'PTS', 'displayValue': '91.0'}, {'name': 'avgAssists', 'abbreviation': 'AST', 'displayValue': '26.0'}, {'name': 'threePointFieldGoalPct', 'abbreviation': '3P%', 'displayValue': '35.7'}], 'leaders': [{'name': 'points', 'displayName': 'Points', 'shortDisplayName': 'Pts', 'abbreviation': 'Pts', 'leaders': [{'displayValue': '19', 'value': 19.0, 'athlete': {'id': '4278076', 'fullName': 'Nick Richards', 'displayName': 'Nick Richards', 'shortName': 'N. Richards', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nba/player/_/id/4278076/nick-richards'}], 'headshot': 'https://a.espncdn.com/i/headshots/nba/players/full/4278076.png', 'jersey': '4', 'position': {'abbreviation': 'C'}, 'team': {'id': '30'}, 'active': True}, 'team': {'id': '30'}}]}, {'name': 'rebounds', 'displayName': 'Rebounds', 'shortDisplayName': 'Reb', 'abbreviation': 'Reb', 'leaders': [{'displayValue': '5', 'value': 5.0, 'athlete': {'id': '4278076', 'fullName': 'Nick Richards', 'displayName': 'Nick Richards', 'shortName': 'N. Richards', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nba/player/_/id/4278076/nick-richards'}], 'headshot': 'https://a.espncdn.com/i/headshots/nba/players/full/4278076.png', 'jersey': '4', 'position': {'abbreviation': 'C'}, 'team': {'id': '30'}, 'active': True}, 'team': {'id': '30'}}]}, {'name': 'assists', 'displayName': 'Assists', 'shortDisplayName': 'Ast', 'abbreviation': 'Ast', 'leaders': [{'displayValue': '9', 'value': 9.0, 'athlete': {'id': '4432816', 'fullName': 'LaMelo Ball', 'displayName': 'LaMelo Ball', 'shortName': 'L. Ball', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nba/player/_/id/4432816/lamelo-ball'}], 'headshot': 'https://a.espncdn.com/i/headshots/nba/players/full/4432816.png', 'jersey': '1', 'position': {'abbreviation': 'PG'}, 'team': {'id': '30'}, 'active': True}, 'team': {'id': '30'}}]}, {'name': 'rating', 'displayName': 'Rating', 'shortDisplayName': 'RAT', 'abbreviation': 'RAT', 'leaders': [{'displayValue': '12 PTS, 9 AST, 4 STL', 'value': 31.549999237060547, 'athlete': {'id': '4432816', 'fullName': 'LaMelo Ball', 'displayName': 'LaMelo Ball', 'shortName': 'L. Ball', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nba/player/_/id/4432816/lamelo-ball'}], 'headshot': 'https://a.espncdn.com/i/headshots/nba/players/full/4432816.png', 'jersey': '1', 'position': {'abbreviation': 'PG'}, 'team': {'id': '30'}, 'active': True}, 'team': {'id': '30'}}]}], 'records': [{'name': 'overall', 'abbreviation': 'Total', 'type': 'total', 'summary': '7-18'}, {'name': 'Home', 'type': 'home', 'summary': '5-9'}, {'name': 'Road', 'type': 'road', 'summary': '2-9'}]}, {'id': '20', 'uid': 's:40~l:46~t:20', 'type': 'team', 'order': 1, 'homeAway': 'away', 'team': {'id': '20', 'uid': 's:40~l:46~t:20', 'location': 'Philadelphia', 'name': '76ers', 'abbreviation': 'PHI', 'displayName': 'Philadelphia 76ers', 'shortDisplayName': '76ers', 'color': '1d428a', 'alternateColor': 'e01234', 'isActive': True, 'venue': {'id': '1845'}, 'links': [{'rel': ['clubhouse', 'desktop', 'team'], 'href': 'https://www.espn.com/nba/team/_/name/phi/philadelphia-76ers', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['roster', 'desktop', 'team'], 'href': 'https://www.espn.com/nba/team/roster/_/name/phi/philadelphia-76ers', 'text': 'Roster', 'isExternal': False, 'isPremium': False}, {'rel': ['stats', 'desktop', 'team'], 'href': 'https://www.espn.com/nba/team/stats/_/name/phi/philadelphia-76ers', 'text': 'Statistics', 'isExternal': False, 'isPremium': False}, {'rel': ['schedule', 'desktop', 'team'], 'href': 'https://www.espn.com/nba/team/schedule/_/name/phi', 'text': 'Schedule', 'isExternal': False, 'isPremium': False}], 'logo': 'https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png'}, 'score': '97', 'linescores': [{'value': 31.0}, {'value': 23.0}, {'value': 41.0}, {'value': 2.0}], 'statistics': [{'name': 'rebounds', 'abbreviation': 'REB', 'displayValue': '37'}, {'name': 'avgRebounds', 'abbreviation': 'REB', 'displayValue': '37.0'}, {'name': 'assists', 'abbreviation': 'AST', 'displayValue': '19'}, {'name': 'fieldGoalsAttempted', 'abbreviation': 'FGA', 'displayValue': '73'}, {'name': 'fieldGoalsMade', 'abbreviation': 'FGM', 'displayValue': '37'}, {'name': 'fieldGoalPct', 'abbreviation': 'FG%', 'displayValue': '50.7'}, {'name': 'freeThrowPct', 'abbreviation': 'FT%', 'displayValue': '69.2'}, {'name': 'freeThrowsAttempted', 'abbreviation': 'FTA', 'displayValue': '13'}, {'name': 'freeThrowsMade', 'abbreviation': 'FTM', 'displayValue': '9'}, {'name': 'points', 'abbreviation': 'PTS', 'displayValue': '97'}, {'name': 'threePointPct', 'abbreviation': '3P%', 'displayValue': '41.2'}, {'name': 'threePointFieldGoalsAttempted', 'abbreviation': '3PA', 'displayValue': '34'}, {'name': 'threePointFieldGoalsMade', 'abbreviation': '3PM', 'displayValue': '14'}, {'name': 'avgPoints', 'abbreviation': 'PTS', 'displayValue': '97.0'}, {'name': 'avgAssists', 'abbreviation': 'AST', 'displayValue': '19.0'}, {'name': 'threePointFieldGoalPct', 'abbreviation': '3P%', 'displayValue': '41.2'}], 'leaders': [{'name': 'points', 'displayName': 'Points', 'shortDisplayName': 'Pts', 'abbreviation': 'Pts', 'leaders': [{'displayValue': '30', 'value': 30.0, 'athlete': {'id': '4431678', 'fullName': 'Tyrese Maxey', 'displayName': 'Tyrese Maxey', 'shortName': 'T. Maxey', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nba/player/_/id/4431678/tyrese-maxey'}], 'headshot': 'https://a.espncdn.com/i/headshots/nba/players/full/4431678.png', 'jersey': '0', 'position': {'abbreviation': 'PG'}, 'team': {'id': '20'}, 'active': True}, 'team': {'id': '20'}}]}, {'name': 'rebounds', 'displayName': 'Rebounds', 'shortDisplayName': 'Reb', 'abbreviation': 'Reb', 'leaders': [{'displayValue': '15', 'value': 15.0, 'athlete': {'id': '6585', 'fullName': 'Andre Drummond', 'displayName': 'Andre Drummond', 'shortName': 'A. Drummond', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nba/player/_/id/6585/andre-drummond'}], 'headshot': 'https://a.espncdn.com/i/headshots/nba/players/full/6585.png', 'jersey': '5', 'position': {'abbreviation': 'C'}, 'team': {'id': '20'}, 'active': True}, 'team': {'id': '20'}}]}, {'name': 'assists', 'displayName': 'Assists', 'shortDisplayName': 'Ast', 'abbreviation': 'Ast', 'leaders': [{'displayValue': '7', 'value': 7.0, 'athlete': {'id': '4251', 'fullName': 'Paul George', 'displayName': 'Paul George', 'shortName': 'P. George', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nba/player/_/id/4251/paul-george'}], 'headshot': 'https://a.espncdn.com/i/headshots/nba/players/full/4251.png', 'jersey': '8', 'position': {'abbreviation': 'F'}, 'team': {'id': '20'}, 'active': True}, 'team': {'id': '20'}}]}, {'name': 'rating', 'displayName': 'Rating', 'shortDisplayName': 'RAT', 'abbreviation': 'RAT', 'leaders': [{'displayValue': '27 PTS, 7 AST', 'value': 46.70000076293945, 'athlete': {'id': '4251', 'fullName': 'Paul George', 'displayName': 'Paul George', 'shortName': 'P. George', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nba/player/_/id/4251/paul-george'}], 'headshot': 'https://a.espncdn.com/i/headshots/nba/players/full/4251.png', 'jersey': '8', 'position': {'abbreviation': 'F'}, 'team': {'id': '20'}, 'active': True}, 'team': {'id': '20'}}]}], 'records': [{'name': 'overall', 'abbreviation': 'Total', 'type': 'total', 'summary': '7-16'}, {'name': 'Home', 'type': 'home', 'summary': '3-9'}, {'name': 'Road', 'type': 'road', 'summary': '4-7'}]}], 'notes': [], 'situation': {'lastPlay': {'id': '401736815590', 'type': {'id': '16', 'text': 'Full Timeout'}, 'text': 'Hornets Full timeout', 'scoreValue': 0, 'team': {'id': '30'}, 'probability': {'tiePercentage': 0.0, 'homeWinPercentage': 0.184, 'awayWinPercentage': 0.8160000000000001}}}, 'status': {'clock': 500.0, 'displayClock': '8:20', 'period': 4, 'type': {'id': '2', 'name': 'STATUS_IN_PROGRESS', 'state': 'in', 'completed': False, 'description': 'In Progress', 'detail': '8:20 - 4th Quarter', 'shortDetail': '8:20 - 4th'}}, 'broadcasts': [{'market': 'away', 'names': ['NBA League Pass']}, {'market': 'home', 'names': ['FanDuel SN SE', 'NBC Sports Phil']}], 'format': {'regulation': {'periods': 4}}, 'startDate': '2024-12-17T00:00Z', 'broadcast': '', 'geoBroadcasts': [{'type': {'id': '6', 'shortName': 'Subscription Package'}, 'market': {'id': '3', 'type': 'Away'}, 'media': {'shortName': 'NBA League Pass'}, 'lang': 'en', 'region': 'us'}, {'type': {'id': '1', 'shortName': 'TV'}, 'market': {'id': '2', 'type': 'Home'}, 'media': {'shortName': 'FanDuel SN SE'}, 'lang': 'en', 'region': 'us'}, {'type': {'id': '1', 'shortName': 'TV'}, 'market': {'id': '2', 'type': 'Home'}, 'media': {'shortName': 'NBC Sports Phil'}, 'lang': 'en', 'region': 'us'}], 'highlights': []}]","[{'language': 'en-US', 'rel': ['live', 'desktop', 'event'], 'href': 'https://www.espn.com/nba/game?gameId=401736815', 'text': 'Gamecast', 'shortText': 'Gamecast', 'isExternal': False, 'isPremium': False}, {'language': 'en-US', 'rel': ['boxscore', 'desktop', 'event'], 'href': 'https://www.espn.com/nba/boxscore/_/gameId/401736815', 'text': 'Box Score', 'shortText': 'Box Score', 'isExternal': False, 'isPremium': False}, {'language': 'en-US', 'rel': ['highlights', 'desktop'], 'href': 'https://www.espn.com/nba/video?gameId=401736815', 'text': 'Highlights', 'shortText': 'Highlights', 'isExternal': False, 'isPremium': False}, {'language': 'en-US', 'rel': ['pbp', 'desktop', 'event'], 'href': 'https://www.espn.com/nba/playbyplay/_/gameId/401736815', 'text': 'Play-by-Play', 'shortText': 'Play-by-Play', 'isExternal': False, 'isPremium': False}]","{'clock': 500.0, 'displayClock': '8:20', 'period': 4, 'type': {'id': '2', 'name': 'STATUS_IN_PROGRESS', 'state': 'in', 'completed': False, 'description': 'In Progress', 'detail': '8:20 - 4th Quarter', 'shortDetail': '8:20 - 4th'}}"
401736816,s:40~l:46~e:401736816,2024-12-17T00:00Z,Miami Heat at Detroit Pistons,MIA @ DET,"{'year': 2025, 'type': 2, 'slug': 'regular-season'}","[{'id': '401736816', 'uid': 's:40~l:46~e:401736816~c:401736816', 'date': '2024-12-17T00:00Z', 'attendance': 0, 'type': {'id': '1', 'abbreviation': 'STD'}, 'timeValid': True, 'neutralSite': False, 'conferenceCompetition': False, 'playByPlayAvailable': True, 'recent': True, 'venue': {'id': '5404', 'fullName': 'Little Caesars Arena', 'address': {'city': 'Detroit', 'state': 'MI'}, 'indoor': True}, 'competitors': [{'id': '8', 'uid': 's:40~l:46~t:8', 'type': 'team', 'order': 0, 'homeAway': 'home', 'team': {'id': '8', 'uid': 's:40~l:46~t:8', 'location': 'Detroit', 'name': 'Pistons', 'abbreviation': 'DET', 'displayName': 'Detroit Pistons', 'shortDisplayName': 'Pistons', 'color': '1d428a', 'alternateColor': 'c8102e', 'isActive': True, 'venue': {'id': '5311'}, 'links': [{'rel': ['clubhouse', 'desktop', 'team'], 'href': 'https://www.espn.com/nba/team/_/name/det/detroit-pistons', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['roster', 'desktop', 'team'], 'href': 'https://www.espn.com/nba/team/roster/_/name/det/detroit-pistons', 'text': 'Roster', 'isExternal': False, 'isPremium': False}, {'rel': ['stats', 'desktop', 'team'], 'href': 'https://www.espn.com/nba/team/stats/_/name/det/detroit-pistons', 'text': 'Statistics', 'isExternal': False, 'isPremium': False}, {'rel': ['schedule', 'desktop', 'team'], 'href': 'https://www.espn.com/nba/team/schedule/_/name/det', 'text': 'Schedule', 'isExternal': False, 'isPremium': False}], 'logo': 'https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png'}, 'score': '107', 'linescores': [{'value': 33.0}, {'value': 30.0}, {'value': 34.0}, {'value': 10.0}], 'statistics': [{'name': 'rebounds', 'abbreviation': 'REB', 'displayValue': '42'}, {'name': 'avgRebounds', 'abbreviation': 'REB', 'displayValue': '42.0'}, {'name': 'assists', 'abbreviation': 'AST', 'displayValue': '27'}, {'name': 'fieldGoalsAttempted', 'abbreviation': 'FGA', 'displayValue': '67'}, {'name': 'fieldGoalsMade', 'abbreviation': 'FGM', 'displayValue': '38'}, {'name': 'fieldGoalPct', 'abbreviation': 'FG%', 'displayValue': '56.7'}, {'name': 'freeThrowPct', 'abbreviation': 'FT%', 'displayValue': '71.4'}, {'name': 'freeThrowsAttempted', 'abbreviation': 'FTA', 'displayValue': '21'}, {'name': 'freeThrowsMade', 'abbreviation': 'FTM', 'displayValue': '15'}, {'name': 'points', 'abbreviation': 'PTS', 'displayValue': '107'}, {'name': 'threePointPct', 'abbreviation': '3P%', 'displayValue': '59.3'}, {'name': 'threePointFieldGoalsAttempted', 'abbreviation': '3PA', 'displayValue': '27'}, {'name': 'threePointFieldGoalsMade', 'abbreviation': '3PM', 'displayValue': '16'}, {'name': 'avgPoints', 'abbreviation': 'PTS', 'displayValue': '107.0'}, {'name': 'avgAssists', 'abbreviation': 'AST', 'displayValue': '27.0'}, {'name': 'threePointFieldGoalPct', 'abbreviation': '3P%', 'displayValue': '59.3'}], 'leaders': [{'name': 'points', 'displayName': 'Points', 'shortDisplayName': 'Pts', 'abbreviation': 'Pts', 'leaders': [{'displayValue': '25', 'value': 25.0, 'athlete': {'id': '3907822', 'fullName': 'Malik Beasley', 'displayName': 'Malik Beasley', 'shortName': 'M. Beasley', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nba/player/_/id/3907822/malik-beasley'}], 'headshot': 'https://a.espncdn.com/i/headshots/nba/players/full/3907822.png', 'jersey': '5', 'position': {'abbreviation': 'SG'}, 'team': {'id': '8'}, 'active': True}, 'team': {'id': '8'}}]}, {'name': 'rebounds', 'displayName': 'Rebounds', 'shortDisplayName': 'Reb', 'abbreviation': 'Reb', 'leaders': [{'displayValue': '12', 'value': 12.0, 'athlete': {'id': '4433621', 'fullName': 'Jalen Duren', 'displayName': 'Jalen Duren', 'shortName': 'J. Duren', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nba/player/_/id/4433621/jalen-duren'}], 'headshot': 'https://a.espncdn.com/i/headshots/nba/players/full/4433621.png', 'jersey': '0', 'position': {'abbreviation': 'C'}, 'team': {'id': '8'}, 'active': True}, 'team': {'id': '8'}}]}, {'name': 'assists', 'displayName': 'Assists', 'shortDisplayName': 'Ast', 'abbreviation': 'Ast', 'leaders': [{'displayValue': '15', 'value': 15.0, 'athlete': {'id': '4432166', 'fullName': 'Cade Cunningham', 'displayName': 'Cade Cunningham', 'shortName': 'C. Cunningham', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nba/player/_/id/4432166/cade-cunningham'}], 'headshot': 'https://a.espncdn.com/i/headshots/nba/players/full/4432166.png', 'jersey': '2', 'position': {'abbreviation': 'PG'}, 'team': {'id': '8'}, 'active': True}, 'team': {'id': '8'}}]}, {'name': 'rating', 'displayName': 'Rating', 'shortDisplayName': 'RAT', 'abbreviation': 'RAT', 'leaders': [{'displayValue': '16 PTS, 7 REB, 15 AST', 'value': 45.54999923706055, 'athlete': {'id': '4432166', 'fullName': 'Cade Cunningham', 'displayName': 'Cade Cunningham', 'shortName': 'C. Cunningham', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nba/player/_/id/4432166/cade-cunningham'}], 'headshot': 'https://a.espncdn.com/i/headshots/nba/players/full/4432166.png', 'jersey': '2', 'position': {'abbreviation': 'PG'}, 'team': {'id': '8'}, 'active': True}, 'team': {'id': '8'}}]}], 'records': [{'name': 'overall', 'abbreviation': 'Total', 'type': 'total', 'summary': '10-16'}, {'name': 'Home', 'type': 'home', 'summary': '4-7'}, {'name': 'Road', 'type': 'road', 'summary': '6-9'}]}, {'id': '14', 'uid': 's:40~l:46~t:14', 'type': 'team', 'order': 1, 'homeAway': 'away', 'team': {'id': '14', 'uid': 's:40~l:46~t:14', 'location': 'Miami', 'name': 'Heat', 'abbreviation': 'MIA', 'displayName': 'Miami Heat', 'shortDisplayName': 'Heat', 'color': '98002e', 'alternateColor': '000000', 'isActive': True, 'venue': {'id': '3438'}, 'links': [{'rel': ['clubhouse', 'desktop', 'team'], 'href': 'https://www.espn.com/nba/team/_/name/mia/miami-heat', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['roster', 'desktop', 'team'], 'href': 'https://www.espn.com/nba/team/roster/_/name/mia/miami-heat', 'text': 'Roster', 'isExternal': False, 'isPremium': False}, {'rel': ['stats', 'desktop', 'team'], 'href': 'https://www.espn.com/nba/team/stats/_/name/mia/miami-heat', 'text': 'Statistics', 'isExternal': False, 'isPremium': False}, {'rel': ['schedule', 'desktop', 'team'], 'href': 'https://www.espn.com/nba/team/schedule/_/name/mia', 'text': 'Schedule', 'isExternal': False, 'isPremium': False}], 'logo': 'https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png'}, 'score': '92', 'linescores': [{'value': 32.0}, {'value': 27.0}, {'value': 22.0}, {'value': 11.0}], 'statistics': [{'name': 'rebounds', 'abbreviation': 'REB', 'displayValue': '29'}, {'name': 'avgRebounds', 'abbreviation': 'REB', 'displayValue': '29.0'}, {'name': 'assists', 'abbreviation': 'AST', 'displayValue': '21'}, {'name': 'fieldGoalsAttempted', 'abbreviation': 'FGA', 'displayValue': '74'}, {'name': 'fieldGoalsMade', 'abbreviation': 'FGM', 'displayValue': '32'}, {'name': 'fieldGoalPct', 'abbreviation': 'FG%', 'displayValue': '43.2'}, {'name': 'freeThrowPct', 'abbreviation': 'FT%', 'displayValue': '95.0'}, {'name': 'freeThrowsAttempted', 'abbreviation': 'FTA', 'displayValue': '20'}, {'name': 'freeThrowsMade', 'abbreviation': 'FTM', 'displayValue': '19'}, {'name': 'points', 'abbreviation': 'PTS', 'displayValue': '92'}, {'name': 'threePointPct', 'abbreviation': '3P%', 'displayValue': '27.3'}, {'name': 'threePointFieldGoalsAttempted', 'abbreviation': '3PA', 'displayValue': '33'}, {'name': 'threePointFieldGoalsMade', 'abbreviation': '3PM', 'displayValue': '9'}, {'name': 'avgPoints', 'abbreviation': 'PTS', 'displayValue': '92.0'}, {'name': 'avgAssists', 'abbreviation': 'AST', 'displayValue': '21.0'}, {'name': 'threePointFieldGoalPct', 'abbreviation': '3P%', 'displayValue': '27.3'}], 'leaders': [{'name': 'points', 'displayName': 'Points', 'shortDisplayName': 'Pts', 'abbreviation': 'Pts', 'leaders': [{'displayValue': '26', 'value': 26.0, 'athlete': {'id': '6430', 'fullName': 'Jimmy Butler', 'displayName': 'Jimmy Butler', 'shortName': 'J. Butler', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nba/player/_/id/6430/jimmy-butler'}], 'headshot': 'https://a.espncdn.com/i/headshots/nba/players/full/6430.png', 'jersey': '22', 'position': {'abbreviation': 'SF'}, 'team': {'id': '14'}, 'active': True}, 'team': {'id': '14'}}]}, {'name': 'rebounds', 'displayName': 'Rebounds', 'shortDisplayName': 'Reb', 'abbreviation': 'Reb', 'leaders': [{'displayValue': '9', 'value': 9.0, 'athlete': {'id': '6430', 'fullName': 'Jimmy Butler', 'displayName': 'Jimmy Butler', 'shortName': 'J. Butler', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nba/player/_/id/6430/jimmy-butler'}], 'headshot': 'https://a.espncdn.com/i/headshots/nba/players/full/6430.png', 'jersey': '22', 'position': {'abbreviation': 'SF'}, 'team': {'id': '14'}, 'active': True}, 'team': {'id': '14'}}]}, {'name': 'assists', 'displayName': 'Assists', 'shortDisplayName': 'Ast', 'abbreviation': 'Ast', 'leaders': [{'displayValue': '6', 'value': 6.0, 'athlete': {'id': '6430', 'fullName': 'Jimmy Butler', 'displayName': 'Jimmy Butler', 'shortName': 'J. Butler', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nba/player/_/id/6430/jimmy-butler'}], 'headshot': 'https://a.espncdn.com/i/headshots/nba/players/full/6430.png', 'jersey': '22', 'position': {'abbreviation': 'SF'}, 'team': {'id': '14'}, 'active': True}, 'team': {'id': '14'}}]}, {'name': 'rating', 'displayName': 'Rating', 'shortDisplayName': 'RAT', 'abbreviation': 'RAT', 'leaders': [{'displayValue': '26 PTS, 9 REB, 6 AST, 4 STL', 'value': 51.75, 'athlete': {'id': '6430', 'fullName': 'Jimmy Butler', 'displayName': 'Jimmy Butler', 'shortName': 'J. Butler', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nba/player/_/id/6430/jimmy-butler'}], 'headshot': 'https://a.espncdn.com/i/headshots/nba/players/full/6430.png', 'jersey': '22', 'position': {'abbreviation': 'SF'}, 'team': {'id': '14'}, 'active': True}, 'team': {'id': '14'}}]}], 'records': [{'name': 'overall', 'abbreviation': 'Total', 'type': 'total', 'summary': '13-10'}, {'name': 'Home', 'type': 'home', 'summary': '8-4'}, {'name': 'Road', 'type': 'road', 'summary': '5-6'}]}], 'notes': [], 'situation': {'lastPlay': {'id': '401736816600', 'type': {'id': '16', 'text': 'Full Timeout'}, 'text': 'Pistons Full timeout', 'scoreValue': 0, 'team': {'id': '8'}, 'probability': {'tiePercentage': 0.0, 'homeWinPercentage': 0.991, 'awayWinPercentage': 0.009000000000000008}}}, 'status': {'clock': 444.0, 'displayClock': '7:24', 'period': 4, 'type': {'id': '2', 'name': 'STATUS_IN_PROGRESS', 'state': 'in', 'completed': False, 'description': 'In Progress', 'detail': '7:24 - 4th Quarter', 'shortDetail': '7:24 - 4th'}}, 'broadcasts': [{'market': 'away', 'names': ['NBA League Pass']}, {'market': 'home', 'names': ['FanDuel SN DET', 'FanDuel SN Sun']}], 'format': {'regulation': {'periods': 4}}, 'startDate': '2024-12-17T00:00Z', 'broadcast': '', 'geoBroadcasts': [{'type': {'id': '6', 'shortName': 'Subscription Package'}, 'market': {'id': '3', 'type': 'Away'}, 'media': {'shortName': 'NBA League Pass'}, 'lang': 'en', 'region': 'us'}, {'type': {'id': '1', 'shortName': 'TV'}, 'market': {'id': '2', 'type': 'Home'}, 'media': {'shortName': 'FanDuel SN DET'}, 'lang': 'en', 'region': 'us'}, {'type': {'id': '1', 'shortName': 'TV'}, 'market': {'id': '2', 'type': 'Home'}, 'media': {'shortName': 'FanDuel SN Sun'}, 'lang': 'en', 'region': 'us'}], 'highlights': []}]","[{'language': 'en-US', 'rel': ['live', 'desktop', 'event'], 'href': 'https://www.espn.com/nba/game?gameId=401736816', 'text': 'Gamecast', 'shortText': 'Gamecast', 'isExternal': False, 'isPremium': False}, {'language': 'en-US', 'rel': ['boxscore', 'desktop', 'event'], 'href': 'https://www.espn.com/nba/boxscore/_/gameId/401736816', 'text': 'Box Score', 'shortText': 'Box Score', 'isExternal': False, 'isPremium': False}, {'language': 'en-US', 'rel': ['highlights', 'desktop'], 'href': 'https://www.espn.com/nba/video?gameId=401736816', 'text': 'Highlights', 'shortText': 'Highlights', 'isExternal': False, 'isPremium': False}, {'language': 'en-US', 'rel': ['pbp', 'desktop', 'event'], 'href': 'https://www.espn.com/nba/playbyplay/_/gameId/401736816', 'text': 'Play-by-Play', 'shortText': 'Play-by-Play', 'isExternal': False, 'isPremium': False}]","{'clock': 444.0, 'displayClock': '7:24', 'period': 4, 'type': {'id': '2', 'name': 'STATUS_IN_PROGRESS', 'state': 'in', 'completed': False, 'description': 'In Progress', 'detail': '7:24 - 4th Quarter', 'shortDetail': '7:24 - 4th'}}"
