commence_time,home_team,away_team,bookmaker,market_type,name,price,point
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,MyBookie.ag,h2h,Tampa Bay Buccaneers,1.48,
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,MyBookie.ag,spreads,Dallas Cowboys,1.87,4.0
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,MyBookie.ag,spreads,Tampa Bay Buccaneers,1.95,-4.0
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,MyBookie.ag,totals,Over,1.91,47.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,MyBookie.ag,totals,Under,1.91,47.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,LowVig.ag,h2h,Dallas Cowboys,2.75,
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,LowVig.ag,h2h,Tampa Bay Buccaneers,1.49,
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,LowVig.ag,spreads,Dallas Cowboys,1.91,4.0
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,LowVig.ag,spreads,Tampa Bay Buccaneers,2.0,-4.0
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,LowVig.ag,totals,Over,1.93,47.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,LowVig.ag,totals,Under,1.93,47.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetOnline.ag,h2h,Dallas Cowboys,2.75,
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetOnline.ag,h2h,Tampa Bay Buccaneers,1.49,
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetOnline.ag,spreads,Dallas Cowboys,1.93,3.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetOnline.ag,spreads,Tampa Bay Buccaneers,1.88,-3.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetOnline.ag,totals,Over,1.91,47.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetOnline.ag,totals,Under,1.91,47.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetRivers,h2h,Dallas Cowboys,2.7,
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetRivers,h2h,Tampa Bay Buccaneers,1.48,
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetRivers,spreads,Dallas Cowboys,1.93,3.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetRivers,spreads,Tampa Bay Buccaneers,1.88,-3.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetRivers,totals,Over,1.91,47.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetRivers,totals,Under,1.91,47.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetUS,h2h,Dallas Cowboys,2.75,
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetUS,h2h,Tampa Bay Buccaneers,1.49,
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetUS,spreads,Dallas Cowboys,1.95,3.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetUS,spreads,Tampa Bay Buccaneers,1.87,-3.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetUS,totals,Over,1.91,47.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetUS,totals,Under,1.91,47.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetMGM,h2h,Dallas Cowboys,2.7,
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetMGM,h2h,Tampa Bay Buccaneers,1.48,
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetMGM,spreads,Dallas Cowboys,1.91,4.0
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetMGM,spreads,Tampa Bay Buccaneers,1.91,-4.0
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetMGM,totals,Over,1.91,47.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,BetMGM,totals,Under,1.91,47.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,Bovada,h2h,Dallas Cowboys,2.75,
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,Bovada,h2h,Tampa Bay Buccaneers,1.48,
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,Bovada,spreads,Dallas Cowboys,2.0,3.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,Bovada,spreads,Tampa Bay Buccaneers,1.83,-3.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,Bovada,totals,Over,1.87,47.5
2024-12-23T01:21:00Z,Dallas Cowboys,Tampa Bay Buccaneers,Bovada,totals,Under,1.95,47.5
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,DraftKings,h2h,Green Bay Packers,1.11,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,DraftKings,h2h,New Orleans Saints,7.0,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,DraftKings,spreads,Green Bay Packers,1.91,-14.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,DraftKings,spreads,New Orleans Saints,1.91,14.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,DraftKings,totals,Over,1.91,42.5
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,DraftKings,totals,Under,1.91,42.5
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetUS,h2h,Green Bay Packers,1.08,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetUS,h2h,New Orleans Saints,8.8,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetUS,spreads,Green Bay Packers,1.91,-14.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetUS,spreads,New Orleans Saints,1.91,14.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetUS,totals,Over,1.87,42.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetUS,totals,Under,1.95,42.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,FanDuel,h2h,Green Bay Packers,1.1,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,FanDuel,h2h,New Orleans Saints,7.6,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,FanDuel,spreads,Green Bay Packers,1.98,-14.5
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,FanDuel,spreads,New Orleans Saints,1.83,14.5
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,FanDuel,totals,Over,1.91,42.5
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,FanDuel,totals,Under,1.91,42.5
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,MyBookie.ag,h2h,Green Bay Packers,1.07,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,MyBookie.ag,h2h,New Orleans Saints,8.9,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,MyBookie.ag,spreads,Green Bay Packers,1.91,-14.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,MyBookie.ag,spreads,New Orleans Saints,1.91,14.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,MyBookie.ag,totals,Over,1.91,42.5
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,MyBookie.ag,totals,Under,1.91,42.5
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,LowVig.ag,h2h,Green Bay Packers,1.08,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,LowVig.ag,h2h,New Orleans Saints,8.9,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,LowVig.ag,spreads,Green Bay Packers,1.92,-14.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,LowVig.ag,spreads,New Orleans Saints,1.99,14.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,LowVig.ag,totals,Over,1.88,42.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,LowVig.ag,totals,Under,1.98,42.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetOnline.ag,h2h,Green Bay Packers,1.08,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetOnline.ag,h2h,New Orleans Saints,8.9,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetOnline.ag,spreads,Green Bay Packers,1.88,-14.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetOnline.ag,spreads,New Orleans Saints,1.94,14.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetOnline.ag,totals,Over,1.87,42.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetOnline.ag,totals,Under,1.95,42.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetRivers,h2h,Green Bay Packers,1.1,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetRivers,h2h,New Orleans Saints,7.5,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetRivers,spreads,Green Bay Packers,1.92,-14.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetRivers,spreads,New Orleans Saints,1.89,14.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetRivers,totals,Over,1.89,42.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetRivers,totals,Under,1.92,42.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetMGM,h2h,Green Bay Packers,1.1,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetMGM,h2h,New Orleans Saints,7.25,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetMGM,spreads,Green Bay Packers,1.91,-14.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetMGM,spreads,New Orleans Saints,1.91,14.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetMGM,totals,Over,1.91,42.5
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,BetMGM,totals,Under,1.91,42.5
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,Bovada,h2h,Green Bay Packers,1.08,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,Bovada,h2h,New Orleans Saints,8.25,
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,Bovada,spreads,Green Bay Packers,1.87,-14.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,Bovada,spreads,New Orleans Saints,1.95,14.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,Bovada,totals,Over,1.87,42.0
2024-12-24T01:15:00Z,Green Bay Packers,New Orleans Saints,Bovada,totals,Under,1.95,42.0
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,DraftKings,h2h,Kansas City Chiefs,1.7,
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,DraftKings,h2h,Pittsburgh Steelers,2.2,
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,DraftKings,spreads,Kansas City Chiefs,1.91,-2.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,DraftKings,spreads,Pittsburgh Steelers,1.91,2.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,DraftKings,totals,Over,1.91,43.0
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,DraftKings,totals,Under,1.91,43.0
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetMGM,h2h,Kansas City Chiefs,1.67,
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetMGM,h2h,Pittsburgh Steelers,2.25,
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetMGM,spreads,Kansas City Chiefs,1.87,-2.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetMGM,spreads,Pittsburgh Steelers,1.95,2.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetMGM,totals,Over,1.91,43.0
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetMGM,totals,Under,1.91,43.0
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetUS,spreads,Kansas City Chiefs,1.83,-2.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetUS,spreads,Pittsburgh Steelers,2.0,2.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetUS,totals,Over,1.91,43.0
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetUS,totals,Under,1.91,43.0
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,MyBookie.ag,h2h,Kansas City Chiefs,1.69,
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,MyBookie.ag,h2h,Pittsburgh Steelers,2.18,
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,MyBookie.ag,spreads,Kansas City Chiefs,1.91,-2.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,MyBookie.ag,spreads,Pittsburgh Steelers,1.91,2.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,MyBookie.ag,totals,Over,1.91,43.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,MyBookie.ag,totals,Under,1.91,43.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,LowVig.ag,spreads,Kansas City Chiefs,1.86,-2.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,LowVig.ag,spreads,Pittsburgh Steelers,2.05,2.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,LowVig.ag,totals,Over,1.93,43.0
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,LowVig.ag,totals,Under,1.93,43.0
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetOnline.ag,spreads,Kansas City Chiefs,1.83,-2.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetOnline.ag,spreads,Pittsburgh Steelers,2.0,2.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetOnline.ag,totals,Over,1.91,43.0
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetOnline.ag,totals,Under,1.91,43.0
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetRivers,h2h,Kansas City Chiefs,1.68,
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetRivers,h2h,Pittsburgh Steelers,2.2,
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetRivers,spreads,Kansas City Chiefs,1.89,-2.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetRivers,spreads,Pittsburgh Steelers,1.92,2.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetRivers,totals,Over,1.92,43.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,BetRivers,totals,Under,1.89,43.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,Bovada,h2h,Kansas City Chiefs,1.71,
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,Bovada,h2h,Pittsburgh Steelers,2.2,
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,Bovada,spreads,Kansas City Chiefs,1.91,-2.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,Bovada,spreads,Pittsburgh Steelers,1.91,2.5
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,Bovada,totals,Over,1.91,43.0
2024-12-25T18:00:00Z,Pittsburgh Steelers,Kansas City Chiefs,Bovada,totals,Under,1.91,43.0
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,DraftKings,h2h,Baltimore Ravens,1.59,
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,DraftKings,h2h,Houston Texans,2.42,
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,DraftKings,spreads,Baltimore Ravens,1.98,-3.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,DraftKings,spreads,Houston Texans,1.85,3.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,DraftKings,totals,Over,1.91,47.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,DraftKings,totals,Under,1.91,47.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,MyBookie.ag,h2h,Baltimore Ravens,1.56,
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,MyBookie.ag,h2h,Houston Texans,2.44,
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,MyBookie.ag,spreads,Baltimore Ravens,1.91,-3.0
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,MyBookie.ag,spreads,Houston Texans,1.91,3.0
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,MyBookie.ag,totals,Over,1.91,47.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,MyBookie.ag,totals,Under,1.91,47.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetMGM,h2h,Baltimore Ravens,1.57,
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetMGM,h2h,Houston Texans,2.45,
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetMGM,spreads,Baltimore Ravens,1.95,-3.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetMGM,spreads,Houston Texans,1.87,3.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetMGM,totals,Over,1.91,47.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetMGM,totals,Under,1.91,47.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,Bovada,h2h,Baltimore Ravens,1.54,
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,Bovada,h2h,Houston Texans,2.6,
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,Bovada,spreads,Baltimore Ravens,1.91,-3.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,Bovada,spreads,Houston Texans,1.91,3.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,Bovada,totals,Over,1.91,47.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,Bovada,totals,Under,1.91,47.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,LowVig.ag,spreads,Baltimore Ravens,1.98,-3.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,LowVig.ag,spreads,Houston Texans,1.93,3.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,LowVig.ag,totals,Over,1.93,47.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,LowVig.ag,totals,Under,1.93,47.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetOnline.ag,spreads,Baltimore Ravens,1.93,-3.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetOnline.ag,spreads,Houston Texans,1.88,3.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetOnline.ag,totals,Over,1.91,47.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetOnline.ag,totals,Under,1.91,47.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetRivers,h2h,Baltimore Ravens,1.57,
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetRivers,h2h,Houston Texans,2.43,
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetRivers,spreads,Baltimore Ravens,1.92,-3.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetRivers,spreads,Houston Texans,1.89,3.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetRivers,totals,Over,1.92,47.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetRivers,totals,Under,1.89,47.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetUS,spreads,Baltimore Ravens,1.95,-3.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetUS,spreads,Houston Texans,1.87,3.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetUS,totals,Over,1.91,47.5
2024-12-25T21:30:00Z,Houston Texans,Baltimore Ravens,BetUS,totals,Under,1.91,47.5
