id,uid,date,name,shortName,season,week,competitions,links,weather,status
401671489,s:20~l:28~e:401671489,2024-12-17T01:00Z,Chicago Bears at Minnesota Vikings,CHI @ MIN,"{'year': 2024, 'type': 2, 'slug': 'regular-season'}",{'number': 15},"[{'id': '401671489', 'uid': 's:20~l:28~e:401671489~c:401671489', 'date': '2024-12-17T01:00Z', 'attendance': 0, 'type': {'id': '1', 'abbreviation': 'STD'}, 'timeValid': True, 'neutralSite': False, 'conferenceCompetition': False, 'playByPlayAvailable': True, 'recent': True, 'venue': {'id': '5239', 'fullName': 'U.S. Bank Stadium', 'address': {'city': 'Minneapolis', 'state': 'MN'}, 'indoor': True}, 'competitors': [{'id': '16', 'uid': 's:20~l:28~t:16', 'type': 'team', 'order': 0, 'homeAway': 'home', 'team': {'id': '16', 'uid': 's:20~l:28~t:16', 'location': 'Minnesota', 'name': 'Vikings', 'abbreviation': 'MIN', 'displayName': 'Minnesota Vikings', 'shortDisplayName': 'Vikings', 'color': '4f2683', 'alternateColor': 'ffc62f', 'isActive': True, 'venue': {'id': '5239'}, 'links': [{'rel': ['clubhouse', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/_/name/min/minnesota-vikings', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['roster', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/roster/_/name/min/minnesota-vikings', 'text': 'Roster', 'isExternal': False, 'isPremium': False}, {'rel': ['stats', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/stats/_/name/min/minnesota-vikings', 'text': 'Statistics', 'isExternal': False, 'isPremium': False}, {'rel': ['schedule', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/schedule/_/name/min', 'text': 'Schedule', 'isExternal': False, 'isPremium': False}], 'logo': 'https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/min.png'}, 'score': '10', 'linescores': [{'value': 10.0}, {'value': 0.0}], 'statistics': [], 'records': [{'name': 'overall', 'abbreviation': 'Any', 'type': 'total', 'summary': '11-2'}, {'name': 'Home', 'type': 'home', 'summary': '6-1'}, {'name': 'Road', 'type': 'road', 'summary': '5-1'}]}, {'id': '3', 'uid': 's:20~l:28~t:3', 'type': 'team', 'order': 1, 'homeAway': 'away', 'team': {'id': '3', 'uid': 's:20~l:28~t:3', 'location': 'Chicago', 'name': 'Bears', 'abbreviation': 'CHI', 'displayName': 'Chicago Bears', 'shortDisplayName': 'Bears', 'color': '0b1c3a', 'alternateColor': 'e64100', 'isActive': True, 'venue': {'id': '3933'}, 'links': [{'rel': ['clubhouse', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/_/name/chi/chicago-bears', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['roster', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/roster/_/name/chi/chicago-bears', 'text': 'Roster', 'isExternal': False, 'isPremium': False}, {'rel': ['stats', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/stats/_/name/chi/chicago-bears', 'text': 'Statistics', 'isExternal': False, 'isPremium': False}, {'rel': ['schedule', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/schedule/_/name/chi', 'text': 'Schedule', 'isExternal': False, 'isPremium': False}], 'logo': 'https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/chi.png'}, 'score': '0', 'linescores': [{'value': 0.0}, {'value': 0.0}], 'statistics': [], 'records': [{'name': 'overall', 'abbreviation': 'Any', 'type': 'total', 'summary': '4-9'}, {'name': 'Home', 'type': 'home', 'summary': '4-3'}, {'name': 'Road', 'type': 'road', 'summary': '0-6'}]}], 'notes': [], 'situation': {'lastPlay': {'id': '4016714891648', 'type': {'id': '21', 'text': 'Timeout', 'abbreviation': 'TO'}, 'text': 'Timeout #1 by CHI at 01:53.', 'scoreValue': 0, 'team': {'id': '16'}, 'probability': {'tiePercentage': 0.0, 'homeWinPercentage': 0.8526, 'awayWinPercentage': 0.14739999999999998, 'secondsLeft': 0}, 'drive': {'description': '2 plays, 6 yards, 0:42', 'start': {'yardLine': 29, 'text': 'MIN 29'}, 'timeElapsed': {'displayValue': '0:42'}}, 'start': {'yardLine': 35, 'team': {'id': '16'}}, 'end': {'yardLine': 35, 'team': {'id': '16'}}, 'statYardage': 0}, 'down': 3, 'yardLine': 35, 'distance': 4, 'downDistanceText': '3rd & 4 at MIN 35', 'shortDownDistanceText': '3rd & 4', 'possessionText': 'MIN 35', 'isRedZone': False, 'homeTimeouts': 3, 'awayTimeouts': 2, 'possession': '16'}, 'status': {'clock': 113.0, 'displayClock': '1:53', 'period': 2, 'type': {'id': '2', 'name': 'STATUS_IN_PROGRESS', 'state': 'in', 'completed': False, 'description': 'In Progress', 'detail': '1:53 - 2nd Quarter', 'shortDetail': '1:53 - 2nd'}, 'isTBDFlex': False}, 'broadcasts': [{'market': 'national', 'names': ['ABC', 'ESPN+']}], 'leaders': [{'name': 'passingYards', 'displayName': 'Passing Leader', 'shortDisplayName': 'PASS', 'abbreviation': 'PYDS', 'leaders': [{'displayValue': '9/15, 90 YDS, 1 TD, 1 INT', 'value': 90.0, 'athlete': {'id': '3912547', 'fullName': 'Sam Darnold', 'displayName': 'Sam Darnold', 'shortName': 'S. Darnold', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nfl/player/_/id/3912547/sam-darnold'}], 'headshot': 'https://a.espncdn.com/i/headshots/nfl/players/full/3912547.png', 'jersey': '14', 'position': {'abbreviation': 'QB'}, 'team': {'id': '16'}, 'active': True}, 'team': {'id': '16'}}]}, {'name': 'rushingYards', 'displayName': 'Rushing Leader', 'shortDisplayName': 'RUSH', 'abbreviation': 'RYDS', 'leaders': [{'displayValue': '11 CAR, 31 YDS', 'value': 31.0, 'athlete': {'id': '4259545', 'fullName': ""D'Andre Swift"", 'displayName': ""D'Andre Swift"", 'shortName': 'D. Swift', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nfl/player/_/id/4259545/dandre-swift'}], 'headshot': 'https://a.espncdn.com/i/headshots/nfl/players/full/4259545.png', 'jersey': '4', 'position': {'abbreviation': 'RB'}, 'team': {'id': '3'}, 'active': True}, 'team': {'id': '3'}}]}, {'name': 'receivingYards', 'displayName': 'Receiving Leader', 'shortDisplayName': 'REC', 'abbreviation': 'RECYDS', 'leaders': [{'displayValue': '4 REC, 41 YDS', 'value': 41.0, 'athlete': {'id': '4429205', 'fullName': 'Jordan Addison', 'displayName': 'Jordan Addison', 'shortName': 'J. Addison', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nfl/player/_/id/4429205/jordan-addison'}], 'headshot': 'https://a.espncdn.com/i/headshots/nfl/players/full/4429205.png', 'jersey': '3', 'position': {'abbreviation': 'WR'}, 'team': {'id': '16'}, 'active': True}, 'team': {'id': '16'}}]}], 'format': {'regulation': {'periods': 4}}, 'startDate': '2024-12-17T01:00Z', 'broadcast': 'ABC/ESPN+', 'geoBroadcasts': [{'type': {'id': '1', 'shortName': 'TV'}, 'market': {'id': '1', 'type': 'National'}, 'media': {'shortName': 'ABC', 'logo': 'https://a.espncdn.com/guid/2acff74d-269f-36ac-96eb-9c66f8ba52ff/logos/default.png', 'darkLogo': 'https://a.espncdn.com/guid/2acff74d-269f-36ac-96eb-9c66f8ba52ff/logos/default-dark.png'}, 'lang': 'en', 'region': 'us'}, {'type': {'id': '4', 'shortName': 'Streaming'}, 'market': {'id': '1', 'type': 'National'}, 'media': {'shortName': 'ESPN+', 'logo': 'https://a.espncdn.com/guid/322a7e47-3cdb-3b5c-ab1b-678e1f2c27e5/logos/default.png', 'darkLogo': 'https://a.espncdn.com/guid/322a7e47-3cdb-3b5c-ab1b-678e1f2c27e5/logos/default-dark.png'}, 'lang': 'en', 'region': 'us'}], 'highlights': []}]","[{'language': 'en-US', 'rel': ['live', 'desktop', 'event'], 'href': 'https://www.espn.com/nfl/game?gameId=401671489', 'text': 'Gamecast', 'shortText': 'Gamecast', 'isExternal': False, 'isPremium': False}, {'language': 'en-US', 'rel': ['boxscore', 'desktop', 'event'], 'href': 'https://www.espn.com/nfl/boxscore/_/gameId/401671489', 'text': 'Box Score', 'shortText': 'Box Score', 'isExternal': False, 'isPremium': False}, {'language': 'en-US', 'rel': ['highlights', 'desktop'], 'href': 'https://www.espn.com/nfl/video?gameId=401671489', 'text': 'Highlights', 'shortText': 'Highlights', 'isExternal': False, 'isPremium': False}, {'language': 'en-US', 'rel': ['pbp', 'desktop', 'event'], 'href': 'https://www.espn.com/nfl/playbyplay/_/gameId/401671489', 'text': 'Play-by-Play', 'shortText': 'Play-by-Play', 'isExternal': False, 'isPremium': False}]","{'displayValue': '7', 'temperature': 32, 'highTemperature': 32, 'conditionId': 'Cloudy', 'link': {'language': 'en-US', 'rel': ['55415'], 'href': 'http://www.accuweather.com/en/us/us-bank-stadium-mn/55415/current-weather/35911_poi?lang=en-us', 'text': 'Weather', 'shortText': 'Weather', 'isExternal': True, 'isPremium': False}}","{'clock': 113.0, 'displayClock': '1:53', 'period': 2, 'type': {'id': '2', 'name': 'STATUS_IN_PROGRESS', 'state': 'in', 'completed': False, 'description': 'In Progress', 'detail': '1:53 - 2nd Quarter', 'shortDetail': '1:53 - 2nd'}}"
401671697,s:20~l:28~e:401671697,2024-12-17T01:30Z,Atlanta Falcons at Las Vegas Raiders,ATL @ LV,"{'year': 2024, 'type': 2, 'slug': 'regular-season'}",{'number': 15},"[{'id': '401671697', 'uid': 's:20~l:28~e:401671697~c:401671697', 'date': '2024-12-17T01:30Z', 'attendance': 0, 'type': {'id': '1', 'abbreviation': 'STD'}, 'timeValid': True, 'neutralSite': False, 'conferenceCompetition': False, 'playByPlayAvailable': True, 'recent': True, 'venue': {'id': '6501', 'fullName': 'Allegiant Stadium', 'address': {'city': 'Las Vegas', 'state': 'NV'}, 'indoor': True}, 'competitors': [{'id': '13', 'uid': 's:20~l:28~t:13', 'type': 'team', 'order': 0, 'homeAway': 'home', 'team': {'id': '13', 'uid': 's:20~l:28~t:13', 'location': 'Las Vegas', 'name': 'Raiders', 'abbreviation': 'LV', 'displayName': 'Las Vegas Raiders', 'shortDisplayName': 'Raiders', 'color': '000000', 'alternateColor': 'a5acaf', 'isActive': True, 'venue': {'id': '6501'}, 'links': [{'rel': ['clubhouse', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/_/name/lv/las-vegas-raiders', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['roster', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/roster/_/name/lv/las-vegas-raiders', 'text': 'Roster', 'isExternal': False, 'isPremium': False}, {'rel': ['stats', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/stats/_/name/lv/las-vegas-raiders', 'text': 'Statistics', 'isExternal': False, 'isPremium': False}, {'rel': ['schedule', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/schedule/_/name/lv', 'text': 'Schedule', 'isExternal': False, 'isPremium': False}], 'logo': 'https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/lv.png'}, 'score': '0', 'linescores': [{'value': 0.0}, {'value': 0.0}], 'statistics': [], 'records': [{'name': 'overall', 'abbreviation': 'Any', 'type': 'total', 'summary': '2-11'}, {'name': 'Home', 'type': 'home', 'summary': '1-4'}, {'name': 'Road', 'type': 'road', 'summary': '1-7'}]}, {'id': '1', 'uid': 's:20~l:28~t:1', 'type': 'team', 'order': 1, 'homeAway': 'away', 'team': {'id': '1', 'uid': 's:20~l:28~t:1', 'location': 'Atlanta', 'name': 'Falcons', 'abbreviation': 'ATL', 'displayName': 'Atlanta Falcons', 'shortDisplayName': 'Falcons', 'color': 'a71930', 'alternateColor': '000000', 'isActive': True, 'venue': {'id': '5348'}, 'links': [{'rel': ['clubhouse', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/_/name/atl/atlanta-falcons', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['roster', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/roster/_/name/atl/atlanta-falcons', 'text': 'Roster', 'isExternal': False, 'isPremium': False}, {'rel': ['stats', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/stats/_/name/atl/atlanta-falcons', 'text': 'Statistics', 'isExternal': False, 'isPremium': False}, {'rel': ['schedule', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/schedule/_/name/atl', 'text': 'Schedule', 'isExternal': False, 'isPremium': False}], 'logo': 'https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/atl.png'}, 'score': '7', 'linescores': [{'value': 7.0}, {'value': 0.0}], 'statistics': [], 'records': [{'name': 'overall', 'abbreviation': 'Any', 'type': 'total', 'summary': '6-7'}, {'name': 'Home', 'type': 'home', 'summary': '3-4'}, {'name': 'Road', 'type': 'road', 'summary': '3-3'}]}], 'notes': [], 'situation': {'lastPlay': {'id': '401671697825', 'type': {'id': '24', 'text': 'Pass Reception', 'abbreviation': 'REC'}, 'text': '(Shotgun) D.Ridder pass short left to S.McCormick pushed ob at ATL 45 for 15 yards (M.Hughes).\nAtlanta challenged the pass completion ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1.)', 'scoreValue': 0, 'team': {'id': '13'}, 'probability': {'tiePercentage': 0.0, 'homeWinPercentage': 0.3209, 'awayWinPercentage': 0.6791, 'secondsLeft': 0}, 'drive': {'description': '3 plays, 25 yards, 0:55', 'start': {'yardLine': 30, 'text': 'LV 30'}, 'timeElapsed': {'displayValue': '0:55'}}, 'start': {'yardLine': 40, 'team': {'id': '13'}}, 'end': {'yardLine': 55, 'team': {'id': '13'}}, 'statYardage': 15, 'athletesInvolved': [{'id': '4430104', 'fullName': 'Sincere McCormick', 'displayName': 'Sincere McCormick', 'shortName': 'S. McCormick', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nfl/player/_/id/4430104/sincere-mccormick'}], 'headshot': 'https://a.espncdn.com/i/headshots/nfl/players/full/4430104.png', 'jersey': '28', 'position': 'RB', 'team': {'id': '13'}}]}, 'down': 1, 'yardLine': 55, 'distance': 10, 'downDistanceText': '1st & 10 at ATL 45', 'shortDownDistanceText': '1st & 10', 'possessionText': 'ATL 45', 'isRedZone': False, 'homeTimeouts': 3, 'awayTimeouts': 2, 'possession': '13'}, 'status': {'clock': 859.0, 'displayClock': '14:19', 'period': 2, 'type': {'id': '2', 'name': 'STATUS_IN_PROGRESS', 'state': 'in', 'completed': False, 'description': 'In Progress', 'detail': '14:19 - 2nd Quarter', 'shortDetail': '14:19 - 2nd'}, 'isTBDFlex': False}, 'broadcasts': [{'market': 'national', 'names': ['ESPN']}], 'leaders': [{'name': 'passingYards', 'displayName': 'Passing Leader', 'shortDisplayName': 'PASS', 'abbreviation': 'PYDS', 'leaders': [{'displayValue': '4/4, 51 YDS, 1 TD', 'value': 51.0, 'athlete': {'id': '14880', 'fullName': 'Kirk Cousins', 'displayName': 'Kirk Cousins', 'shortName': 'K. Cousins', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nfl/player/_/id/14880/kirk-cousins'}], 'headshot': 'https://a.espncdn.com/i/headshots/nfl/players/full/14880.png', 'jersey': '18', 'position': {'abbreviation': 'QB'}, 'team': {'id': '1'}, 'active': True}, 'team': {'id': '1'}}]}, {'name': 'rushingYards', 'displayName': 'Rushing Leader', 'shortDisplayName': 'RUSH', 'abbreviation': 'RYDS', 'leaders': [{'displayValue': '4 CAR, 27 YDS', 'value': 27.0, 'athlete': {'id': '4430807', 'fullName': 'Bijan Robinson', 'displayName': 'Bijan Robinson', 'shortName': 'B. Robinson', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nfl/player/_/id/4430807/bijan-robinson'}], 'headshot': 'https://a.espncdn.com/i/headshots/nfl/players/full/4430807.png', 'jersey': '7', 'position': {'abbreviation': 'RB'}, 'team': {'id': '1'}, 'active': True}, 'team': {'id': '1'}}]}, {'name': 'receivingYards', 'displayName': 'Receiving Leader', 'shortDisplayName': 'REC', 'abbreviation': 'RECYDS', 'leaders': [{'displayValue': '1 REC, 30 YDS, 1 TD', 'value': 30.0, 'athlete': {'id': '4426502', 'fullName': 'Drake London', 'displayName': 'Drake London', 'shortName': 'D. London', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nfl/player/_/id/4426502/drake-london'}], 'headshot': 'https://a.espncdn.com/i/headshots/nfl/players/full/4426502.png', 'jersey': '5', 'position': {'abbreviation': 'WR'}, 'team': {'id': '1'}, 'active': True}, 'team': {'id': '1'}}]}], 'format': {'regulation': {'periods': 4}}, 'startDate': '2024-12-17T01:30Z', 'broadcast': 'ESPN', 'geoBroadcasts': [{'type': {'id': '1', 'shortName': 'TV'}, 'market': {'id': '1', 'type': 'National'}, 'media': {'shortName': 'ESPN', 'logo': 'https://a.espncdn.com/guid/335fd2d2-97b9-336b-81ee-573eb6bdcffc/logos/default.png', 'darkLogo': ''}, 'lang': 'en', 'region': 'us'}], 'highlights': []}]","[{'language': 'en-US', 'rel': ['live', 'desktop', 'event'], 'href': 'https://www.espn.com/nfl/game?gameId=401671697', 'text': 'Gamecast', 'shortText': 'Gamecast', 'isExternal': False, 'isPremium': False}, {'language': 'en-US', 'rel': ['boxscore', 'desktop', 'event'], 'href': 'https://www.espn.com/nfl/boxscore/_/gameId/401671697', 'text': 'Box Score', 'shortText': 'Box Score', 'isExternal': False, 'isPremium': False}, {'language': 'en-US', 'rel': ['highlights', 'desktop'], 'href': 'https://www.espn.com/nfl/video?gameId=401671697', 'text': 'Highlights', 'shortText': 'Highlights', 'isExternal': False, 'isPremium': False}, {'language': 'en-US', 'rel': ['pbp', 'desktop', 'event'], 'href': 'https://www.espn.com/nfl/playbyplay/_/gameId/401671697', 'text': 'Play-by-Play', 'shortText': 'Play-by-Play', 'isExternal': False, 'isPremium': False}]","{'displayValue': '38', 'temperature': 54, 'highTemperature': 54, 'conditionId': 'Mostly cloudy', 'link': {'language': 'en-US', 'rel': ['89118'], 'href': 'http://www.accuweather.com/en/us/allegiant-stadium-nv/89101/current-weather/209206_poi?lang=en-us', 'text': 'Weather', 'shortText': 'Weather', 'isExternal': True, 'isPremium': False}}","{'clock': 859.0, 'displayClock': '14:19', 'period': 2, 'type': {'id': '2', 'name': 'STATUS_IN_PROGRESS', 'state': 'in', 'completed': False, 'description': 'In Progress', 'detail': '14:19 - 2nd Quarter', 'shortDetail': '14:19 - 2nd'}}"
401671818,s:20~l:28~e:401671818,2024-12-13T01:15Z,Los Angeles Rams at San Francisco 49ers,LAR @ SF,"{'year': 2024, 'type': 2, 'slug': 'regular-season'}",{'number': 15},"[{'id': '401671818', 'uid': 's:20~l:28~e:401671818~c:401671818', 'date': '2024-12-13T01:15Z', 'attendance': 71201, 'type': {'id': '1', 'abbreviation': 'STD'}, 'timeValid': True, 'neutralSite': False, 'conferenceCompetition': False, 'playByPlayAvailable': True, 'recent': False, 'venue': {'id': '4738', 'fullName': ""Levi's Stadium"", 'address': {'city': 'Santa Clara', 'state': 'CA'}, 'indoor': False}, 'competitors': [{'id': '25', 'uid': 's:20~l:28~t:25', 'type': 'team', 'order': 0, 'homeAway': 'home', 'winner': False, 'team': {'id': '25', 'uid': 's:20~l:28~t:25', 'location': 'San Francisco', 'name': '49ers', 'abbreviation': 'SF', 'displayName': 'San Francisco 49ers', 'shortDisplayName': '49ers', 'color': 'aa0000', 'alternateColor': 'b3995d', 'isActive': True, 'venue': {'id': '4738'}, 'links': [{'rel': ['clubhouse', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/_/name/sf/san-francisco-49ers', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['roster', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/roster/_/name/sf/san-francisco-49ers', 'text': 'Roster', 'isExternal': False, 'isPremium': False}, {'rel': ['stats', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/stats/_/name/sf/san-francisco-49ers', 'text': 'Statistics', 'isExternal': False, 'isPremium': False}, {'rel': ['schedule', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/schedule/_/name/sf', 'text': 'Schedule', 'isExternal': False, 'isPremium': False}], 'logo': 'https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/sf.png'}, 'score': '6', 'linescores': [{'value': 3.0}, {'value': 0.0}, {'value': 3.0}, {'value': 0.0}], 'statistics': [], 'records': [{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '6-8'}, {'name': 'Home', 'type': 'home', 'summary': '4-4'}, {'name': 'Road', 'type': 'road', 'summary': '2-4'}]}, {'id': '14', 'uid': 's:20~l:28~t:14', 'type': 'team', 'order': 1, 'homeAway': 'away', 'winner': True, 'team': {'id': '14', 'uid': 's:20~l:28~t:14', 'location': 'Los Angeles', 'name': 'Rams', 'abbreviation': 'LAR', 'displayName': 'Los Angeles Rams', 'shortDisplayName': 'Rams', 'color': '003594', 'alternateColor': 'ffd100', 'isActive': True, 'venue': {'id': '477'}, 'links': [{'rel': ['clubhouse', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/_/name/lar/los-angeles-rams', 'text': 'Clubhouse', 'isExternal': False, 'isPremium': False}, {'rel': ['roster', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/roster/_/name/lar/los-angeles-rams', 'text': 'Roster', 'isExternal': False, 'isPremium': False}, {'rel': ['stats', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/stats/_/name/lar/los-angeles-rams', 'text': 'Statistics', 'isExternal': False, 'isPremium': False}, {'rel': ['schedule', 'desktop', 'team'], 'href': 'https://www.espn.com/nfl/team/schedule/_/name/lar', 'text': 'Schedule', 'isExternal': False, 'isPremium': False}], 'logo': 'https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/lar.png'}, 'score': '12', 'linescores': [{'value': 0.0}, {'value': 3.0}, {'value': 0.0}, {'value': 9.0}], 'statistics': [], 'records': [{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '8-6'}, {'name': 'Home', 'type': 'home', 'summary': '4-3'}, {'name': 'Road', 'type': 'road', 'summary': '4-3'}]}], 'notes': [], 'status': {'clock': 0.0, 'displayClock': '0:00', 'period': 4, 'type': {'id': '3', 'name': 'STATUS_FINAL', 'state': 'post', 'completed': True, 'description': 'Final', 'detail': 'Final', 'shortDetail': 'Final'}, 'isTBDFlex': False}, 'broadcasts': [{'market': 'national', 'names': ['Prime Video']}], 'leaders': [{'name': 'passingYards', 'displayName': 'Passing Leader', 'shortDisplayName': 'PASS', 'abbreviation': 'PYDS', 'leaders': [{'displayValue': '16/27, 160 YDS', 'value': 160.0, 'athlete': {'id': '12483', 'fullName': 'Matthew Stafford', 'displayName': 'Matthew Stafford', 'shortName': 'M. Stafford', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nfl/player/_/id/12483/matthew-stafford'}], 'headshot': 'https://a.espncdn.com/i/headshots/nfl/players/full/12483.png', 'jersey': '9', 'position': {'abbreviation': 'QB'}, 'team': {'id': '14'}, 'active': True}, 'team': {'id': '14'}}]}, {'name': 'rushingYards', 'displayName': 'Rushing Leader', 'shortDisplayName': 'RUSH', 'abbreviation': 'RYDS', 'leaders': [{'displayValue': '29 CAR, 108 YDS', 'value': 108.0, 'athlete': {'id': '4430737', 'fullName': 'Kyren Williams', 'displayName': 'Kyren Williams', 'shortName': 'K. Williams', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nfl/player/_/id/4430737/kyren-williams'}], 'headshot': 'https://a.espncdn.com/i/headshots/nfl/players/full/4430737.png', 'jersey': '23', 'position': {'abbreviation': 'RB'}, 'team': {'id': '14'}, 'active': True}, 'team': {'id': '14'}}]}, {'name': 'receivingYards', 'displayName': 'Receiving Leader', 'shortDisplayName': 'REC', 'abbreviation': 'RECYDS', 'leaders': [{'displayValue': '7 REC, 97 YDS', 'value': 97.0, 'athlete': {'id': '4426515', 'fullName': 'Puka Nacua', 'displayName': 'Puka Nacua', 'shortName': 'P. Nacua', 'links': [{'rel': ['playercard', 'desktop', 'athlete'], 'href': 'https://www.espn.com/nfl/player/_/id/4426515/puka-nacua'}], 'headshot': 'https://a.espncdn.com/i/headshots/nfl/players/full/4426515.png', 'jersey': '17', 'position': {'abbreviation': 'WR'}, 'team': {'id': '14'}, 'active': True}, 'team': {'id': '14'}}]}], 'format': {'regulation': {'periods': 4}}, 'startDate': '2024-12-13T01:15Z', 'broadcast': 'Prime Video', 'geoBroadcasts': [{'type': {'id': '4', 'shortName': 'Streaming'}, 'market': {'id': '1', 'type': 'National'}, 'media': {'shortName': 'Prime Video'}, 'lang': 'en', 'region': 'us'}], 'highlights': [], 'headlines': [{'type': 'Recap', 'description': ""— Four nights after winning the highest-scoring game of the NFL season, the Los Angeles Rams won the only game this year that didn't have a touchdown."", 'shortLinkText': 'The Rams get 4 field goals to beat the 49ers 12-6 in a sloppy game'}]}]","[{'language': 'en-US', 'rel': ['summary', 'desktop', 'event'], 'href': 'https://www.espn.com/nfl/game/_/gameId/401671818/rams-49ers', 'text': 'Gamecast', 'shortText': 'Gamecast', 'isExternal': False, 'isPremium': False}, {'language': 'en-US', 'rel': ['boxscore', 'desktop', 'event'], 'href': 'https://www.espn.com/nfl/boxscore/_/gameId/401671818', 'text': 'Box Score', 'shortText': 'Box Score', 'isExternal': False, 'isPremium': False}, {'language': 'en-US', 'rel': ['pbp', 'desktop', 'event'], 'href': 'https://www.espn.com/nfl/playbyplay/_/gameId/401671818', 'text': 'Play-by-Play', 'shortText': 'Play-by-Play', 'isExternal': False, 'isPremium': False}, {'language': 'en-US', 'rel': ['recap', 'desktop', 'event'], 'href': 'https://www.espn.com/nfl/recap?gameId=401671818', 'text': 'Recap', 'shortText': 'Recap', 'isExternal': False, 'isPremium': False}]",,"{'clock': 0.0, 'displayClock': '0:00', 'period': 4, 'type': {'id': '3', 'name': 'STATUS_FINAL', 'state': 'post', 'completed': True, 'description': 'Final', 'detail': 'Final', 'shortDetail': 'Final'}}"
